,Latitude,Longitude
0,45.018258421052636,7.65100052631579
1,45.06246894736842,7.65100052631579
2,45.08457421052632,7.680474210526316
3,45.07720578947369,7.621526842105263
4,45.069837368421055,7.643632105263158
5,45.04036368421053,7.680474210526316
6,45.10667947368422,7.65100052631579
7,45.04773210526316,7.665737368421053
8,45.069837368421055,7.7099478947368425
9,45.06246894736842,7.643632105263158
10,45.069837368421055,7.680474210526316
11,45.05510052631579,7.680474210526316
12,45.069837368421055,7.658368947368421
13,45.04773210526316,7.673105789473684
14,45.069837368421055,7.717316315789474
15,45.08457421052632,7.687842631578947
16,45.06246894736842,7.658368947368421
17,45.04036368421053,7.643632105263158
18,45.06246894736842,7.69521105263158
19,45.07720578947369,7.687842631578947
20,45.07720578947369,7.643632105263158
21,45.06246894736842,7.702579473684211
22,45.02562684210527,7.673105789473684
23,45.069837368421055,7.65100052631579
24,45.07720578947369,7.69521105263158
25,45.0329952631579,7.665737368421053
26,45.04773210526316,7.643632105263158
27,45.06246894736842,7.636263684210526
28,45.05510052631579,7.69521105263158
29,45.10667947368422,7.658368947368421
30,45.07720578947369,7.658368947368421
31,45.04036368421053,7.658368947368421
32,45.07720578947369,7.665737368421053
33,45.02562684210527,7.658368947368421
34,45.07720578947369,7.724684736842105
35,45.07720578947369,7.680474210526316
36,45.05510052631579,7.673105789473684
37,45.07720578947369,7.614158421052632
38,45.07720578947369,7.636263684210526
39,45.08457421052632,7.673105789473684
40,45.07720578947369,7.702579473684211
41,45.04773210526316,7.658368947368421
42,45.10667947368422,7.673105789473684
43,45.05510052631579,7.658368947368421
44,45.05510052631579,7.643632105263158
45,45.05510052631579,7.665737368421053
46,45.099311052631585,7.687842631578947
47,45.08457421052632,7.65100052631579
48,45.0329952631579,7.65100052631579
49,45.0329952631579,7.680474210526316
50,45.04036368421053,7.65100052631579
51,45.069837368421055,7.621526842105263
52,45.04773210526316,7.680474210526316
53,45.08457421052632,7.643632105263158
54,45.06246894736842,7.621526842105263
55,45.069837368421055,7.702579473684211
56,45.02562684210527,7.643632105263158
57,45.01089,7.628895263157895
58,45.069837368421055,7.724684736842105
59,45.09194263157895,7.665737368421053
60,45.07720578947369,7.65100052631579
61,45.05510052631579,7.65100052631579
62,45.08457421052632,7.702579473684211
63,45.06246894736842,7.7099478947368425
64,45.04036368421053,7.636263684210526
65,45.08457421052632,7.665737368421053
66,45.02562684210527,7.65100052631579
67,45.08457421052632,7.69521105263158
68,45.09194263157895,7.687842631578947
69,45.01089,7.658368947368421
70,45.069837368421055,7.60679
71,45.08457421052632,7.628895263157895
72,45.099311052631585,7.673105789473684
73,45.06246894736842,7.628895263157895
74,45.09194263157895,7.7099478947368425
75,45.018258421052636,7.643632105263158
76,45.05510052631579,7.636263684210526
77,45.099311052631585,7.643632105263158
78,45.099311052631585,7.665737368421053
79,45.01089,7.636263684210526
80,45.018258421052636,7.658368947368421
81,45.07720578947369,7.628895263157895
82,45.099311052631585,7.702579473684211
83,45.069837368421055,7.628895263157895
84,45.018258421052636,7.636263684210526
85,45.0329952631579,7.636263684210526
86,45.11404789473684,7.643632105263158
87,45.018258421052636,7.614158421052632
88,45.099311052631585,7.65100052631579
89,45.08457421052632,7.614158421052632
90,45.04773210526316,7.636263684210526
91,45.10667947368422,7.665737368421053
92,45.069837368421055,7.636263684210526
93,45.099311052631585,7.717316315789474
94,45.09194263157895,7.717316315789474
95,45.08457421052632,7.621526842105263
96,45.04036368421053,7.628895263157895
97,45.018258421052636,7.621526842105263
98,45.018258421052636,7.665737368421053
99,45.07720578947369,7.717316315789474
100,45.01089,7.65100052631579
101,45.08457421052632,7.636263684210526
102,45.099311052631585,7.658368947368421
103,45.099311052631585,7.636263684210526
104,45.09194263157895,7.680474210526316
105,45.01089,7.621526842105263
106,45.10667947368422,7.643632105263158
107,45.099311052631585,7.7099478947368425
108,45.09194263157895,7.69521105263158
109,45.069837368421055,7.614158421052632
110,45.018258421052636,7.628895263157895
111,45.06246894736842,7.614158421052632
112,45.0329952631579,7.643632105263158
113,45.10667947368422,7.636263684210526
114,45.069837368421055,7.665737368421053
115,45.069837368421055,7.69521105263158
116,45.06246894736842,7.680474210526316
117,45.06246894736842,7.673105789473684
118,45.09194263157895,7.658368947368421
119,45.04773210526316,7.65100052631579
120,45.0329952631579,7.658368947368421
121,45.11404789473684,7.65100052631579
122,45.07720578947369,7.673105789473684
123,45.04036368421053,7.673105789473684
124,45.069837368421055,7.673105789473684
125,45.099311052631585,7.680474210526316
126,45.06246894736842,7.687842631578947
127,45.08457421052632,7.658368947368421
128,45.09194263157895,7.673105789473684
129,45.069837368421055,7.687842631578947
130,45.02562684210527,7.665737368421053
131,45.02562684210527,7.636263684210526
132,45.0329952631579,7.628895263157895
133,45.04036368421053,7.665737368421053
134,45.06246894736842,7.665737368421053
135,45.07720578947369,7.60679
136,45.07720578947369,7.7099478947368425
137,45.0329952631579,7.673105789473684
138,45.10667947368422,7.680474210526316
139,45.05510052631579,7.687842631578947
140,45.099311052631585,7.69521105263158
141,45.04773210526316,7.628895263157895
142,45.09194263157895,7.65100052631579
143,45.05510052631579,7.628895263157895
144,45.10667947368422,7.69521105263158
145,45.04036368421053,7.687842631578947
146,45.11404789473684,7.732053157894737
147,45.09194263157895,7.702579473684211
148,45.11404789473684,7.658368947368421
149,45.10667947368422,7.702579473684211
150,45.04773210526316,7.687842631578947
151,45.04036368421053,7.621526842105263
